"filename", "language", "HTML", "CSS", "JavaScript", "XML", "JSON", "comment", "blank", "total"
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\sign-in-form\sign-in-form.slice.js", "JavaScript", 0, 0, 24, 0, 0, 0, 5, 29
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\sign-up-form\sign-up-form.selector.js", "JavaScript", 0, 0, 6, 0, 0, 0, 3, 9
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\sign-up-form\sign-up-form.slice.js", "JavaScript", 0, 0, 26, 0, 0, 0, 5, 31
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\store.js", "JavaScript", 0, 0, 13, 0, 0, 0, 3, 16
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\update-email\update-email.selector.js", "JavaScript", 0, 0, 18, 0, 0, 0, 6, 24
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\update-email\update-email.slice.js", "JavaScript", 0, 0, 68, 0, 0, 0, 6, 74
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\upload-dates-to-database\upload-dates-to-database.selector.js", "JavaScript", 0, 0, 15, 0, 0, 0, 5, 20
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\upload-dates-to-database\upload-dates-to-database.slice.js", "JavaScript", 0, 0, 60, 0, 0, 0, 8, 68
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\user-booking-to-delete\user-booking-to-delete.selector.js", "JavaScript", 0, 0, 22, 0, 0, 0, 7, 29
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\user-booking-to-delete\user-booking-to-delete.slice.js", "JavaScript", 0, 0, 224, 0, 0, 0, 24, 248
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\user-bookings\user-bookings.selector.js", "JavaScript", 0, 0, 33, 0, 0, 0, 10, 43
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\user-bookings\user-bookings.slice.js", "JavaScript", 0, 0, 65, 0, 0, 0, 10, 75
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\user\functions.js", "JavaScript", 0, 0, 69, 0, 0, 2, 14, 85
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\user\user.selector.js", "JavaScript", 0, 0, 18, 0, 0, 0, 6, 24
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\user\user.slice.js", "JavaScript", 0, 0, 98, 0, 0, 0, 7, 105
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\user\user.thunks.js", "JavaScript", 0, 0, 84, 0, 0, 0, 14, 98
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\wallet-funds-to-add\wallet-funds-to-add.selector.js", "JavaScript", 0, 0, 6, 0, 0, 0, 3, 9
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\wallet-funds-to-add\wallet-funds-to-add.slice.js", "JavaScript", 0, 0, 19, 0, 0, 0, 5, 24
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\strings\strings.js", "JavaScript", 0, 0, 275, 0, 0, 6, 11, 292
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\styles\buttons\buttons.styles.jsx", "JavaScript", 0, 0, 257, 0, 0, 0, 43, 300
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\styles\colors.js", "JavaScript", 0, 0, 28, 0, 0, 0, 1, 29
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\styles\confirm.css", "CSS", 0, 31, 0, 0, 0, 0, 6, 37
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\styles\container\container.styles.jsx", "JavaScript", 0, 0, 13, 0, 0, 0, 4, 17
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\styles\div\div.styles.jsx", "JavaScript", 0, 0, 410, 0, 0, 5, 76, 491
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\styles\form\form.styles.jsx", "JavaScript", 0, 0, 371, 0, 0, 7, 77, 455
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\styles\h1\h1.styles.jsx", "JavaScript", 0, 0, 8, 0, 0, 0, 3, 11
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\styles\h2\h2.styles.jsx", "JavaScript", 0, 0, 9, 0, 0, 0, 3, 12
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\styles\hr\hr.styles.jsx", "JavaScript", 0, 0, 13, 0, 0, 0, 4, 17
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\styles\image\image.styles.jsx", "JavaScript", 0, 0, 35, 0, 0, 0, 7, 42
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\styles\link\link.styles.jsx", "JavaScript", 0, 0, 23, 0, 0, 0, 8, 31
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\styles\p\p.styles.jsx", "JavaScript", 0, 0, 63, 0, 0, 0, 16, 79
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\styles\span\span.styles.jsx", "JavaScript", 0, 0, 140, 0, 0, 0, 25, 165
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\styles\svg\svg.styles.jsx", "JavaScript", 0, 0, 28, 0, 0, 0, 6, 34
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\styles\tables\tables.styles.jsx", "JavaScript", 0, 0, 63, 0, 0, 0, 13, 76
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\utils\appwrite\appwrite-config.js", "JavaScript", 0, 0, 16, 0, 0, 0, 5, 21
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\utils\appwrite\appwrite-functions.js", "JavaScript", 0, 0, 52, 0, 0, 0, 4, 56
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\vite.config.js", "JavaScript", 0, 0, 23, 0, 0, 5, 3, 31
"Total", "-", 21, 46, 16736, 222, 85, 113, 2868, 20091
